Image,Classification
37660.jpg,Eliptical
194335.jpg,Barred Spiral
113814.jpg,Eliptical
191927.jpg,Barred Spiral
132208.jpg,Barred Spiral
8130.jpg,Eliptical
179824.jpg,Spiral
98243.jpg,Eliptical
112129.jpg,Barred Spiral
238503.jpg,Barred Spiral
149536.jpg,Barred Spiral
145366.jpg,Eliptical
173009.jpg,Barred Spiral
126071.jpg,Eliptical
244597.jpg,Barred Spiral
123018.jpg,Eliptical
4750.jpg,Eliptical
101375.jpg,Eliptical
193414.jpg,Eliptical
181642.jpg,Eliptical
178526.jpg,Barred Spiral
135348.jpg,Eliptical
56203.jpg,Eliptical
8578.jpg,Barred Spiral
140174.jpg,Barred Spiral
223107.jpg,Barred Spiral
116238.jpg,Barred Spiral
163568.jpg,Spiral
98672.jpg,Barred Spiral
25714.jpg,Barred Spiral
47549.jpg,Eliptical
168615.jpg,Spiral
107534.jpg,Barred Spiral
220300.jpg,Eliptical
128501.jpg,Barred Spiral
211607.jpg,Barred Spiral
57440.jpg,Spiral
73473.jpg,Barred Spiral
82503.jpg,Barred Spiral
127916.jpg,Eliptical
150131.jpg,Eliptical
175623.jpg,Barred Spiral
29815.jpg,Barred Spiral
125182.jpg,Eliptical
149585.jpg,Barred Spiral
16858.jpg,Spiral
101722.jpg,Eliptical
168426.jpg,Eliptical
181800.jpg,Barred Spiral
153591.jpg,Barred Spiral
76087.jpg,Eliptical
37270.jpg,Eliptical
182186.jpg,Spiral
153080.jpg,Eliptical
229352.jpg,Eliptical
154621.jpg,Eliptical
31902.jpg,Barred Spiral
8466.jpg,Eliptical
14883.jpg,Spiral
166665.jpg,Barred Spiral
63112.jpg,Barred Spiral
207174.jpg,Spiral
32362.jpg,Eliptical
95009.jpg,Eliptical
156034.jpg,Eliptical
20836.jpg,Eliptical
123772.jpg,Barred Spiral
51528.jpg,Eliptical
195942.jpg,Eliptical
55861.jpg,Barred Spiral
32627.jpg,Eliptical
244766.jpg,Eliptical
7846.jpg,Spiral
195627.jpg,Barred Spiral
73711.jpg,Eliptical
134070.jpg,Spiral
221779.jpg,Eliptical
195587.jpg,Barred Spiral
206580.jpg,Eliptical
200690.jpg,Eliptical
76036.jpg,Spiral
144151.jpg,Barred Spiral
131759.jpg,Barred Spiral
154901.jpg,Eliptical
224859.jpg,Barred Spiral
7017.jpg,Eliptical
128891.jpg,Barred Spiral
178126.jpg,Spiral
200085.jpg,Spiral
91938.jpg,Spiral
99677.jpg,Barred Spiral
242752.jpg,Spiral
26265.jpg,Barred Spiral
152290.jpg,Spiral
77635.jpg,Barred Spiral
163675.jpg,Barred Spiral
186964.jpg,Eliptical
131685.jpg,Eliptical
44896.jpg,Eliptical
46465.jpg,Eliptical
8453.jpg,Eliptical
68630.jpg,Spiral
102002.jpg,Spiral
51965.jpg,Eliptical
164675.jpg,Spiral
183.jpg,Eliptical
64642.jpg,Barred Spiral
63306.jpg,Spiral
221279.jpg,Spiral
124123.jpg,Barred Spiral
36106.jpg,Spiral
125068.jpg,Eliptical
217003.jpg,Barred Spiral
111830.jpg,Eliptical
216589.jpg,Eliptical
205228.jpg,Barred Spiral
167353.jpg,Eliptical
61365.jpg,Barred Spiral
81902.jpg,Barred Spiral
181836.jpg,Barred Spiral
40492.jpg,Barred Spiral
131419.jpg,Barred Spiral
47453.jpg,Barred Spiral
149023.jpg,Eliptical
230506.jpg,Barred Spiral
130556.jpg,Eliptical
28742.jpg,Spiral
150071.jpg,Eliptical
129363.jpg,Eliptical
129897.jpg,Spiral
143260.jpg,Barred Spiral
134965.jpg,Spiral
100955.jpg,Eliptical
175622.jpg,Barred Spiral
218857.jpg,Barred Spiral
21379.jpg,Eliptical
200705.jpg,Eliptical
244862.jpg,Spiral
86412.jpg,Eliptical
88916.jpg,Spiral
234783.jpg,Eliptical
62450.jpg,Barred Spiral
154045.jpg,Eliptical
166129.jpg,Barred Spiral
127174.jpg,Eliptical
165639.jpg,Spiral
122123.jpg,Eliptical
107751.jpg,Barred Spiral
157846.jpg,Barred Spiral
39174.jpg,Eliptical
200366.jpg,Spiral
177709.jpg,Barred Spiral
74441.jpg,Spiral
30198.jpg,Spiral
211830.jpg,Spiral
162482.jpg,Eliptical
77883.jpg,Eliptical
145377.jpg,Eliptical
90161.jpg,Spiral
26526.jpg,Eliptical
166156.jpg,Eliptical
164974.jpg,Eliptical
113398.jpg,Spiral
113236.jpg,Barred Spiral
115838.jpg,Barred Spiral
218716.jpg,Eliptical
48355.jpg,Barred Spiral
118417.jpg,Barred Spiral
149261.jpg,Barred Spiral
39054.jpg,Barred Spiral
224443.jpg,Barred Spiral
200058.jpg,Eliptical
195091.jpg,Eliptical
221173.jpg,Barred Spiral
26117.jpg,Barred Spiral
184643.jpg,Barred Spiral
54195.jpg,Spiral
242098.jpg,Eliptical
223560.jpg,Eliptical
127973.jpg,Barred Spiral
153838.jpg,Eliptical
56917.jpg,Barred Spiral
133903.jpg,Eliptical
215123.jpg,Eliptical
86088.jpg,Barred Spiral
63412.jpg,Spiral
851.jpg,Spiral
167285.jpg,Barred Spiral
2135.jpg,Barred Spiral
181249.jpg,Barred Spiral
185655.jpg,Eliptical
109874.jpg,Eliptical
213862.jpg,Eliptical
63308.jpg,Eliptical
174310.jpg,Spiral
36599.jpg,Barred Spiral
68852.jpg,Barred Spiral
127718.jpg,Barred Spiral
49517.jpg,Barred Spiral
158363.jpg,Eliptical
160377.jpg,Barred Spiral
118584.jpg,Eliptical
207036.jpg,Barred Spiral
121563.jpg,Barred Spiral
3565.jpg,Barred Spiral
54049.jpg,Eliptical
141285.jpg,Barred Spiral
59236.jpg,Barred Spiral
51268.jpg,Eliptical
193028.jpg,Barred Spiral
83368.jpg,Eliptical
134957.jpg,Eliptical
97513.jpg,Eliptical
138519.jpg,Barred Spiral
138200.jpg,Barred Spiral
51482.jpg,Barred Spiral
197572.jpg,Spiral
223335.jpg,Eliptical
115665.jpg,Eliptical
134540.jpg,Barred Spiral
165909.jpg,Spiral
1705.jpg,Barred Spiral
8530.jpg,Eliptical
116653.jpg,Barred Spiral
60251.jpg,Barred Spiral
223983.jpg,Barred Spiral
239171.jpg,Spiral
241338.jpg,Spiral
11012.jpg,Eliptical
83037.jpg,Spiral
149292.jpg,Spiral
143036.jpg,Barred Spiral
201225.jpg,Spiral
52590.jpg,Eliptical
216335.jpg,Eliptical
141965.jpg,Barred Spiral
210538.jpg,Spiral
242986.jpg,Barred Spiral
47051.jpg,Barred Spiral
65367.jpg,Eliptical
25395.jpg,Spiral
156542.jpg,Barred Spiral
7383.jpg,Spiral
228088.jpg,Eliptical
77371.jpg,Eliptical
23358.jpg,Spiral
194825.jpg,Barred Spiral
148038.jpg,Eliptical
68339.jpg,Barred Spiral
108364.jpg,Eliptical
228510.jpg,Eliptical
130209.jpg,Barred Spiral
96306.jpg,Barred Spiral
164307.jpg,Eliptical
44712.jpg,Barred Spiral
208953.jpg,Barred Spiral
149596.jpg,Barred Spiral
1141.jpg,Eliptical
174653.jpg,Eliptical
74455.jpg,Barred Spiral
231672.jpg,Barred Spiral
176635.jpg,Eliptical
123011.jpg,Eliptical
244909.jpg,Eliptical
24178.jpg,Eliptical
163502.jpg,Barred Spiral
198964.jpg,Barred Spiral
64590.jpg,Eliptical
156710.jpg,Spiral
236526.jpg,Spiral
131550.jpg,Eliptical
124685.jpg,Eliptical
210527.jpg,Spiral
9619.jpg,Eliptical
96607.jpg,Eliptical
94404.jpg,Eliptical
244360.jpg,Eliptical
162225.jpg,Barred Spiral
105446.jpg,Barred Spiral
87559.jpg,Eliptical
28455.jpg,Spiral
170884.jpg,Eliptical
170155.jpg,Barred Spiral
140332.jpg,Eliptical
37226.jpg,Eliptical
175615.jpg,Spiral
65500.jpg,Eliptical
86524.jpg,Barred Spiral
206770.jpg,Eliptical
53945.jpg,Spiral
156458.jpg,Barred Spiral
141434.jpg,Barred Spiral
108653.jpg,Barred Spiral
242801.jpg,Barred Spiral
230704.jpg,Spiral
226829.jpg,Eliptical
160458.jpg,Spiral
90306.jpg,Barred Spiral
200074.jpg,Eliptical
137673.jpg,Barred Spiral
98938.jpg,Spiral
207867.jpg,Eliptical
178893.jpg,Eliptical
51479.jpg,Eliptical
193257.jpg,Spiral
156122.jpg,Eliptical
69151.jpg,Eliptical
86122.jpg,Eliptical
95082.jpg,Eliptical
98638.jpg,Barred Spiral
169989.jpg,Eliptical
216530.jpg,Spiral
3368.jpg,Spiral
79053.jpg,Barred Spiral
173765.jpg,Eliptical
20526.jpg,Eliptical
241478.jpg,Spiral
101727.jpg,Eliptical
82303.jpg,Barred Spiral
25076.jpg,Eliptical
176926.jpg,Eliptical
88075.jpg,Barred Spiral
231177.jpg,Eliptical
144734.jpg,Barred Spiral
84324.jpg,Spiral
31928.jpg,Eliptical
226995.jpg,Barred Spiral
242773.jpg,Spiral
169276.jpg,Eliptical
8992.jpg,Eliptical
50021.jpg,Barred Spiral
125988.jpg,Barred Spiral
24199.jpg,Eliptical
14790.jpg,Spiral
11199.jpg,Eliptical
90517.jpg,Barred Spiral
74289.jpg,Barred Spiral
46058.jpg,Eliptical
240389.jpg,Eliptical
41044.jpg,Barred Spiral
89691.jpg,Barred Spiral
36810.jpg,Barred Spiral
157810.jpg,Eliptical
182152.jpg,Eliptical
228615.jpg,Eliptical
207145.jpg,Barred Spiral
226198.jpg,Spiral
148787.jpg,Eliptical
139124.jpg,Eliptical
191324.jpg,Eliptical
201916.jpg,Barred Spiral
209687.jpg,Spiral
96322.jpg,Eliptical
86215.jpg,Eliptical
193656.jpg,Eliptical
100880.jpg,Spiral
166783.jpg,Eliptical
97161.jpg,Spiral
63155.jpg,Barred Spiral
196279.jpg,Eliptical
235877.jpg,Barred Spiral
17924.jpg,Spiral
70858.jpg,Spiral
164602.jpg,Spiral
218500.jpg,Eliptical
173962.jpg,Barred Spiral
175495.jpg,Spiral
126528.jpg,Eliptical
134818.jpg,Spiral
164315.jpg,Spiral
148876.jpg,Barred Spiral
164757.jpg,Eliptical
180088.jpg,Eliptical
13230.jpg,Eliptical
57570.jpg,Barred Spiral
46872.jpg,Barred Spiral
143013.jpg,Spiral
156044.jpg,Eliptical
34941.jpg,Barred Spiral
41186.jpg,Barred Spiral
78999.jpg,Spiral
219950.jpg,Barred Spiral
8903.jpg,Eliptical
80618.jpg,Spiral
33928.jpg,Spiral
28269.jpg,Spiral
138494.jpg,Eliptical
57117.jpg,Eliptical
123994.jpg,Barred Spiral
143759.jpg,Barred Spiral
170353.jpg,Barred Spiral
230934.jpg,Eliptical
233341.jpg,Spiral
161108.jpg,Barred Spiral
84699.jpg,Eliptical
47246.jpg,Eliptical
215931.jpg,Eliptical
23128.jpg,Eliptical
167593.jpg,Spiral
48841.jpg,Barred Spiral
15488.jpg,Eliptical
90385.jpg,Eliptical
56643.jpg,Barred Spiral
83990.jpg,Eliptical
21571.jpg,Barred Spiral
165837.jpg,Barred Spiral
47873.jpg,Spiral
211864.jpg,Barred Spiral
196814.jpg,Eliptical
177515.jpg,Barred Spiral
90336.jpg,Spiral
220252.jpg,Eliptical
66995.jpg,Spiral
46941.jpg,Barred Spiral
2776.jpg,Barred Spiral
237502.jpg,Eliptical
149406.jpg,Barred Spiral
186660.jpg,Barred Spiral
177437.jpg,Barred Spiral
25343.jpg,Eliptical
188236.jpg,Barred Spiral
33730.jpg,Eliptical
28135.jpg,Spiral
48221.jpg,Eliptical
94497.jpg,Eliptical
195891.jpg,Barred Spiral
68878.jpg,Barred Spiral
40664.jpg,Eliptical
157050.jpg,Spiral
220421.jpg,Spiral
170219.jpg,Eliptical
241617.jpg,Spiral
23338.jpg,Eliptical
14129.jpg,Barred Spiral
192479.jpg,Spiral
161729.jpg,Barred Spiral
13393.jpg,Spiral
38337.jpg,Eliptical
230478.jpg,Eliptical
67400.jpg,Barred Spiral
18581.jpg,Eliptical
54145.jpg,Eliptical
64573.jpg,Eliptical
27117.jpg,Eliptical
48741.jpg,Barred Spiral
45647.jpg,Eliptical
182104.jpg,Barred Spiral
31994.jpg,Barred Spiral
51274.jpg,Barred Spiral
241838.jpg,Eliptical
113805.jpg,Barred Spiral
172830.jpg,Spiral
44479.jpg,Eliptical
158134.jpg,Eliptical
99164.jpg,Eliptical
1410.jpg,Barred Spiral
103898.jpg,Barred Spiral
185927.jpg,Eliptical
71835.jpg,Barred Spiral
76494.jpg,Spiral
21429.jpg,Barred Spiral
196005.jpg,Barred Spiral
121936.jpg,Barred Spiral
7261.jpg,Eliptical
6952.jpg,Barred Spiral
186734.jpg,Barred Spiral
88850.jpg,Eliptical
70064.jpg,Eliptical
223960.jpg,Eliptical
136301.jpg,Barred Spiral
33023.jpg,Barred Spiral
161156.jpg,Barred Spiral
183506.jpg,Eliptical
233974.jpg,Spiral
4065.jpg,Eliptical
12167.jpg,Barred Spiral
102762.jpg,Barred Spiral
81358.jpg,Spiral
24208.jpg,Barred Spiral
19415.jpg,Eliptical
86650.jpg,Eliptical
111873.jpg,Barred Spiral
159283.jpg,Barred Spiral
96396.jpg,Barred Spiral
47160.jpg,Eliptical
243841.jpg,Eliptical
41915.jpg,Spiral
174436.jpg,Eliptical
194795.jpg,Spiral
219353.jpg,Spiral
83411.jpg,Spiral
222819.jpg,Spiral
99945.jpg,Eliptical
40701.jpg,Barred Spiral
221964.jpg,Spiral
62354.jpg,Eliptical
46168.jpg,Eliptical
162623.jpg,Spiral
199719.jpg,Eliptical
169852.jpg,Eliptical
71335.jpg,Spiral
197679.jpg,Eliptical
96093.jpg,Barred Spiral
218174.jpg,Eliptical
243961.jpg,Eliptical
28126.jpg,Barred Spiral
210125.jpg,Barred Spiral
101822.jpg,Spiral
67626.jpg,Eliptical
198999.jpg,Eliptical
19872.jpg,Spiral
92979.jpg,Spiral
216321.jpg,Eliptical
18589.jpg,Eliptical
73173.jpg,Barred Spiral
116862.jpg,Barred Spiral
232303.jpg,Barred Spiral
204571.jpg,Eliptical
143017.jpg,Barred Spiral
30908.jpg,Spiral
51510.jpg,Barred Spiral
102364.jpg,Eliptical
179181.jpg,Eliptical
201791.jpg,Eliptical
163165.jpg,Spiral
194342.jpg,Eliptical
134146.jpg,Barred Spiral
108152.jpg,Eliptical
87228.jpg,Spiral
82882.jpg,Eliptical
831.jpg,Eliptical
74016.jpg,Eliptical
124101.jpg,Barred Spiral
101341.jpg,Eliptical
91181.jpg,Eliptical
106713.jpg,Barred Spiral
74820.jpg,Barred Spiral
80522.jpg,Eliptical
140433.jpg,Eliptical
216124.jpg,Barred Spiral
174383.jpg,Barred Spiral
137117.jpg,Barred Spiral
174157.jpg,Eliptical
63310.jpg,Eliptical
151830.jpg,Eliptical
88210.jpg,Eliptical
55800.jpg,Barred Spiral
130577.jpg,Eliptical
187500.jpg,Barred Spiral
73288.jpg,Eliptical
209987.jpg,Eliptical
181079.jpg,Barred Spiral
96432.jpg,Barred Spiral
45522.jpg,Barred Spiral
35516.jpg,Eliptical
20605.jpg,Spiral
48261.jpg,Barred Spiral
242080.jpg,Eliptical
91715.jpg,Eliptical
113032.jpg,Barred Spiral
78983.jpg,Barred Spiral
227257.jpg,Barred Spiral
230007.jpg,Barred Spiral
150171.jpg,Eliptical
114888.jpg,Barred Spiral
17059.jpg,Eliptical
163687.jpg,Barred Spiral
48776.jpg,Eliptical
57830.jpg,Barred Spiral
123885.jpg,Barred Spiral
13961.jpg,Barred Spiral
245071.jpg,Barred Spiral
149040.jpg,Barred Spiral
232738.jpg,Spiral
195901.jpg,Spiral
232129.jpg,Spiral
77794.jpg,Barred Spiral
102166.jpg,Eliptical
97006.jpg,Barred Spiral
103034.jpg,Eliptical
15759.jpg,Spiral
150476.jpg,Barred Spiral
55297.jpg,Barred Spiral
166313.jpg,Barred Spiral
211583.jpg,Eliptical
19992.jpg,Eliptical
227198.jpg,Spiral
20436.jpg,Eliptical
22893.jpg,Barred Spiral
68241.jpg,Spiral
230855.jpg,Spiral
78353.jpg,Spiral
226143.jpg,Barred Spiral
167795.jpg,Eliptical
15232.jpg,Barred Spiral
227428.jpg,Eliptical
39629.jpg,Barred Spiral
204837.jpg,Barred Spiral
100798.jpg,Barred Spiral
20991.jpg,Eliptical
43744.jpg,Spiral
60485.jpg,Eliptical
65829.jpg,Barred Spiral
198131.jpg,Spiral
173405.jpg,Barred Spiral
142491.jpg,Barred Spiral
92552.jpg,Barred Spiral
177220.jpg,Eliptical
188252.jpg,Barred Spiral
159404.jpg,Spiral
96708.jpg,Spiral
35284.jpg,Spiral
62761.jpg,Barred Spiral
78978.jpg,Eliptical
237334.jpg,Spiral
127447.jpg,Eliptical
196003.jpg,Eliptical
92261.jpg,Eliptical
137273.jpg,Barred Spiral
26257.jpg,Spiral
90893.jpg,Eliptical
1150.jpg,Eliptical
218343.jpg,Barred Spiral
58025.jpg,Eliptical
170100.jpg,Eliptical
195550.jpg,Eliptical
200825.jpg,Barred Spiral
161151.jpg,Barred Spiral
96138.jpg,Eliptical
211408.jpg,Barred Spiral
150631.jpg,Eliptical
53567.jpg,Eliptical
237689.jpg,Spiral
120713.jpg,Barred Spiral
144502.jpg,Eliptical
125391.jpg,Barred Spiral
169664.jpg,Eliptical
122575.jpg,Eliptical
233526.jpg,Eliptical
181311.jpg,Spiral
193299.jpg,Spiral
101808.jpg,Barred Spiral
24600.jpg,Barred Spiral
111545.jpg,Barred Spiral
27414.jpg,Barred Spiral
213961.jpg,Barred Spiral
75922.jpg,Spiral
13280.jpg,Eliptical
167446.jpg,Eliptical
132006.jpg,Barred Spiral
182053.jpg,Spiral
136080.jpg,Eliptical
161694.jpg,Eliptical
61407.jpg,Spiral
239014.jpg,Barred Spiral
242408.jpg,Spiral
81936.jpg,Eliptical
14856.jpg,Eliptical
228073.jpg,Eliptical
172371.jpg,Barred Spiral
135065.jpg,Spiral
192903.jpg,Barred Spiral
194723.jpg,Barred Spiral
22437.jpg,Spiral
93933.jpg,Barred Spiral
152421.jpg,Barred Spiral
81538.jpg,Barred Spiral
191601.jpg,Barred Spiral
165051.jpg,Barred Spiral
193995.jpg,Eliptical
91936.jpg,Spiral
117104.jpg,Eliptical
22722.jpg,Barred Spiral
118323.jpg,Barred Spiral
186942.jpg,Spiral
63673.jpg,Eliptical
144365.jpg,Eliptical
87753.jpg,Eliptical
86683.jpg,Eliptical
51288.jpg,Spiral
86557.jpg,Barred Spiral
193287.jpg,Eliptical
122526.jpg,Eliptical
203325.jpg,Eliptical
238797.jpg,Barred Spiral
158488.jpg,Eliptical
224322.jpg,Eliptical
132285.jpg,Barred Spiral
163110.jpg,Eliptical
194899.jpg,Barred Spiral
85136.jpg,Spiral
192233.jpg,Barred Spiral
227588.jpg,Eliptical
220346.jpg,Eliptical
86675.jpg,Spiral
121019.jpg,Spiral
187310.jpg,Barred Spiral
228364.jpg,Barred Spiral
180741.jpg,Spiral
152657.jpg,Spiral
9901.jpg,Eliptical
13219.jpg,Eliptical
152414.jpg,Eliptical
155238.jpg,Eliptical
19837.jpg,Barred Spiral
116208.jpg,Barred Spiral
108255.jpg,Eliptical
114356.jpg,Barred Spiral
80231.jpg,Barred Spiral
102984.jpg,Spiral
157098.jpg,Barred Spiral
201099.jpg,Barred Spiral
82418.jpg,Eliptical
228028.jpg,Barred Spiral
224952.jpg,Eliptical
144433.jpg,Barred Spiral
186909.jpg,Spiral
54977.jpg,Eliptical
107494.jpg,Barred Spiral
52078.jpg,Eliptical
70828.jpg,Eliptical
206289.jpg,Eliptical
31248.jpg,Barred Spiral
125079.jpg,Barred Spiral
232084.jpg,Barred Spiral
41219.jpg,Spiral
41493.jpg,Eliptical
65328.jpg,Barred Spiral
28913.jpg,Barred Spiral
226805.jpg,Barred Spiral
107485.jpg,Eliptical
201163.jpg,Eliptical
126768.jpg,Eliptical
14159.jpg,Barred Spiral
208562.jpg,Spiral
60795.jpg,Spiral
213565.jpg,Barred Spiral
237747.jpg,Barred Spiral
51050.jpg,Eliptical
47168.jpg,Eliptical
100795.jpg,Barred Spiral
172520.jpg,Spiral
90889.jpg,Eliptical
173125.jpg,Barred Spiral
21665.jpg,Spiral
58285.jpg,Barred Spiral
235636.jpg,Barred Spiral
187688.jpg,Barred Spiral
156721.jpg,Barred Spiral
158625.jpg,Barred Spiral
69929.jpg,Eliptical
206537.jpg,Barred Spiral
126115.jpg,Barred Spiral
61751.jpg,Barred Spiral
114394.jpg,Barred Spiral
211220.jpg,Spiral
8412.jpg,Barred Spiral
222582.jpg,Eliptical
47472.jpg,Eliptical
88416.jpg,Barred Spiral
64016.jpg,Eliptical
14224.jpg,Barred Spiral
11717.jpg,Spiral
226177.jpg,Eliptical
96870.jpg,Eliptical
160328.jpg,Spiral
29914.jpg,Eliptical
221707.jpg,Spiral
90597.jpg,Barred Spiral
29731.jpg,Eliptical
133752.jpg,Barred Spiral
31599.jpg,Barred Spiral
168470.jpg,Eliptical
61812.jpg,Eliptical
74342.jpg,Barred Spiral
208048.jpg,Eliptical
229793.jpg,Eliptical
240345.jpg,Barred Spiral
81931.jpg,Spiral
201094.jpg,Eliptical
155900.jpg,Spiral
103937.jpg,Spiral
140827.jpg,Eliptical
28648.jpg,Barred Spiral
191279.jpg,Barred Spiral
221516.jpg,Barred Spiral
152441.jpg,Eliptical
169483.jpg,Spiral
188106.jpg,Barred Spiral
14468.jpg,Spiral
149217.jpg,Barred Spiral
156543.jpg,Barred Spiral
150275.jpg,Spiral
164761.jpg,Barred Spiral
171795.jpg,Barred Spiral
95050.jpg,Eliptical
158933.jpg,Barred Spiral
123116.jpg,Eliptical
51655.jpg,Barred Spiral
187882.jpg,Spiral
63372.jpg,Eliptical
203738.jpg,Barred Spiral
180555.jpg,Barred Spiral
167874.jpg,Spiral
106167.jpg,Eliptical
218943.jpg,Spiral
167164.jpg,Barred Spiral
106341.jpg,Barred Spiral
221709.jpg,Barred Spiral
56013.jpg,Barred Spiral
155595.jpg,Eliptical
110104.jpg,Barred Spiral
110304.jpg,Barred Spiral
166058.jpg,Eliptical
143484.jpg,Eliptical
122557.jpg,Barred Spiral
114445.jpg,Barred Spiral
238704.jpg,Barred Spiral
33565.jpg,Barred Spiral
128913.jpg,Barred Spiral
209796.jpg,Spiral
137853.jpg,Eliptical
238106.jpg,Eliptical
160259.jpg,Barred Spiral
27532.jpg,Barred Spiral
199025.jpg,Eliptical
132847.jpg,Spiral
110195.jpg,Barred Spiral
10784.jpg,Barred Spiral
153889.jpg,Eliptical
113746.jpg,Eliptical
204061.jpg,Barred Spiral
58819.jpg,Eliptical
18149.jpg,Eliptical
59957.jpg,Eliptical
149971.jpg,Eliptical
38121.jpg,Spiral
131924.jpg,Barred Spiral
135841.jpg,Eliptical
92073.jpg,Spiral
167491.jpg,Spiral
92208.jpg,Eliptical
144928.jpg,Barred Spiral
151055.jpg,Spiral
120812.jpg,Spiral
224301.jpg,Barred Spiral
156811.jpg,Barred Spiral
200978.jpg,Barred Spiral
216142.jpg,Spiral
81656.jpg,Eliptical
223559.jpg,Spiral
1748.jpg,Eliptical
775.jpg,Eliptical
87790.jpg,Spiral
139551.jpg,Eliptical
167388.jpg,Eliptical
57578.jpg,Barred Spiral
89220.jpg,Eliptical
162699.jpg,Barred Spiral
134739.jpg,Eliptical
40683.jpg,Eliptical
50002.jpg,Eliptical
77409.jpg,Eliptical
186688.jpg,Barred Spiral
53342.jpg,Barred Spiral
127978.jpg,Eliptical
44246.jpg,Barred Spiral
101571.jpg,Eliptical
232342.jpg,Barred Spiral
172742.jpg,Eliptical
39521.jpg,Spiral
73400.jpg,Eliptical
229514.jpg,Barred Spiral
167175.jpg,Barred Spiral
115510.jpg,Barred Spiral
155165.jpg,Eliptical
17842.jpg,Barred Spiral
378.jpg,Spiral
52898.jpg,Eliptical
47021.jpg,Eliptical
206195.jpg,Barred Spiral
74659.jpg,Barred Spiral
193540.jpg,Eliptical
127632.jpg,Barred Spiral
95632.jpg,Spiral
90133.jpg,Eliptical
7027.jpg,Barred Spiral
243708.jpg,Eliptical
165682.jpg,Barred Spiral
181321.jpg,Eliptical
239307.jpg,Barred Spiral
78084.jpg,Eliptical
51641.jpg,Eliptical
176108.jpg,Barred Spiral
52800.jpg,Eliptical
126925.jpg,Barred Spiral
125095.jpg,Barred Spiral
58153.jpg,Barred Spiral
195570.jpg,Barred Spiral
213777.jpg,Barred Spiral
37940.jpg,Eliptical
80935.jpg,Eliptical
20254.jpg,Eliptical
56737.jpg,Barred Spiral
184463.jpg,Barred Spiral
218038.jpg,Barred Spiral
4313.jpg,Barred Spiral
214294.jpg,Spiral
25640.jpg,Barred Spiral
201287.jpg,Barred Spiral
211426.jpg,Barred Spiral
120929.jpg,Spiral
93513.jpg,Eliptical
200515.jpg,Eliptical
150645.jpg,Eliptical
236571.jpg,Barred Spiral
221553.jpg,Barred Spiral
122001.jpg,Barred Spiral
201405.jpg,Eliptical
63888.jpg,Barred Spiral
182216.jpg,Eliptical
142215.jpg,Barred Spiral
218631.jpg,Barred Spiral
163980.jpg,Spiral
221047.jpg,Eliptical
157764.jpg,Barred Spiral
232184.jpg,Eliptical
180725.jpg,Barred Spiral
94750.jpg,Barred Spiral
90053.jpg,Eliptical
128004.jpg,Barred Spiral
224221.jpg,Barred Spiral
22697.jpg,Eliptical
213616.jpg,Eliptical
92537.jpg,Barred Spiral
152341.jpg,Barred Spiral
120705.jpg,Spiral
51069.jpg,Spiral
173293.jpg,Eliptical
51927.jpg,Eliptical
71410.jpg,Spiral
90034.jpg,Spiral
50803.jpg,Barred Spiral
90492.jpg,Eliptical
168336.jpg,Eliptical
37613.jpg,Eliptical
86216.jpg,Barred Spiral
173220.jpg,Barred Spiral
54560.jpg,Barred Spiral
8218.jpg,Barred Spiral
2005.jpg,Barred Spiral
20796.jpg,Barred Spiral
141407.jpg,Spiral
53070.jpg,Barred Spiral
176497.jpg,Barred Spiral
212548.jpg,Barred Spiral
142947.jpg,Barred Spiral
11834.jpg,Eliptical
206648.jpg,Spiral
177676.jpg,Barred Spiral
116871.jpg,Eliptical
37756.jpg,Eliptical
31437.jpg,Eliptical
14730.jpg,Eliptical
181008.jpg,Eliptical
60144.jpg,Barred Spiral
65267.jpg,Spiral
167266.jpg,Barred Spiral
87047.jpg,Spiral
100749.jpg,Eliptical
14396.jpg,Eliptical
7062.jpg,Barred Spiral
177921.jpg,Barred Spiral
975.jpg,Spiral
214886.jpg,Barred Spiral
88648.jpg,Spiral
242942.jpg,Eliptical
242550.jpg,Eliptical
136884.jpg,Eliptical
107080.jpg,Barred Spiral
226415.jpg,Eliptical
127527.jpg,Barred Spiral
184063.jpg,Eliptical
20666.jpg,Eliptical
25179.jpg,Eliptical
131248.jpg,Eliptical
113821.jpg,Barred Spiral
124890.jpg,Barred Spiral
139099.jpg,Eliptical
59294.jpg,Eliptical
229083.jpg,Eliptical
112847.jpg,Eliptical
93760.jpg,Barred Spiral
171196.jpg,Barred Spiral
57736.jpg,Eliptical
154930.jpg,Barred Spiral
137628.jpg,Spiral
141487.jpg,Eliptical
98747.jpg,Spiral
135303.jpg,Eliptical
59164.jpg,Eliptical
23504.jpg,Barred Spiral
37192.jpg,Eliptical
156274.jpg,Barred Spiral
192892.jpg,Barred Spiral
168939.jpg,Spiral
209363.jpg,Eliptical
77331.jpg,Barred Spiral
241231.jpg,Eliptical
33916.jpg,Eliptical
34892.jpg,Eliptical
25102.jpg,Eliptical
101355.jpg,Barred Spiral
135837.jpg,Barred Spiral
100234.jpg,Barred Spiral
7041.jpg,Barred Spiral
195254.jpg,Barred Spiral
67368.jpg,Barred Spiral
162581.jpg,Spiral
101692.jpg,Barred Spiral
220981.jpg,Eliptical
201644.jpg,Barred Spiral
156411.jpg,Spiral
214412.jpg,Spiral
60729.jpg,Eliptical
148198.jpg,Barred Spiral
61276.jpg,Eliptical
